fault_type,fault_name,rpm,severity,duration,fs,n_samples,sample_id,filename,split,sub_type
0,Normal,1684.7322761492735,0.0,1.0,12000.0,12000,fault0_0144,fault0_0144.csv,train,
0,Normal,1546.4701349670866,0.0,1.0,12000.0,12000,fault0_0145,fault0_0145.csv,train,
0,Normal,1974.2043027562154,0.0,1.0,12000.0,12000,fault0_0146,fault0_0146.csv,train,
0,Normal,1598.6126768320175,0.0,1.0,12000.0,12000,fault0_0147,fault0_0147.csv,train,
0,Normal,1945.79651867325,0.0,1.0,12000.0,12000,fault0_0148,fault0_0148.csv,train,
0,Normal,1866.3608569422602,0.0,1.0,12000.0,12000,fault0_0149,fault0_0149.csv,train,
0,Normal,1557.908129431048,0.0,1.0,12000.0,12000,fault0_0150,fault0_0150.csv,train,
0,Normal,1821.9429656694574,0.0,1.0,12000.0,12000,fault0_0151,fault0_0151.csv,train,
0,Normal,1922.0893202102372,0.0,1.0,12000.0,12000,fault0_0152,fault0_0152.csv,test,
0,Normal,1808.8021880826457,0.0,1.0,12000.0,12000,fault0_0153,fault0_0153.csv,train,
0,Normal,1959.4005451750998,0.0,1.0,12000.0,12000,fault0_0154,fault0_0154.csv,train,
0,Normal,1767.0445671810435,0.0,1.0,12000.0,12000,fault0_0155,fault0_0155.csv,train,
0,Normal,1543.6894014443471,0.0,1.0,12000.0,12000,fault0_0156,fault0_0156.csv,test,
0,Normal,1981.429265076591,0.0,1.0,12000.0,12000,fault0_0157,fault0_0157.csv,train,
0,Normal,1750.8345899837054,0.0,1.0,12000.0,12000,fault0_0158,fault0_0158.csv,train,
0,Normal,1614.4760030423863,0.0,1.0,12000.0,12000,fault0_0159,fault0_0159.csv,train,
0,Normal,1826.582398941305,0.0,1.0,12000.0,12000,fault0_0160,fault0_0160.csv,val,
0,Normal,1886.5065834275747,0.0,1.0,12000.0,12000,fault0_0161,fault0_0161.csv,train,
0,Normal,2045.6272515581247,0.0,1.0,12000.0,12000,fault0_0162,fault0_0162.csv,val,
0,Normal,1829.3511883561564,0.0,1.0,12000.0,12000,fault0_0163,fault0_0163.csv,train,
0,Normal,1756.5840337110064,0.0,1.0,12000.0,12000,fault0_0164,fault0_0164.csv,train,
0,Normal,1722.2252464716812,0.0,1.0,12000.0,12000,fault0_0165,fault0_0165.csv,val,
0,Normal,1537.7724838600682,0.0,1.0,12000.0,12000,fault0_0166,fault0_0166.csv,train,
0,Normal,1554.8414266917464,0.0,1.0,12000.0,12000,fault0_0167,fault0_0167.csv,train,
0,Normal,1991.9487153659438,0.0,1.0,12000.0,12000,fault0_0168,fault0_0168.csv,val,
0,Normal,1786.0538677071554,0.0,1.0,12000.0,12000,fault0_0169,fault0_0169.csv,train,
0,Normal,1795.4725725630892,0.0,1.0,12000.0,12000,fault0_0170,fault0_0170.csv,train,
0,Normal,1623.529009751408,0.0,1.0,12000.0,12000,fault0_0171,fault0_0171.csv,train,
0,Normal,1745.1925565745814,0.0,1.0,12000.0,12000,fault0_0172,fault0_0172.csv,train,
0,Normal,1872.9505714685276,0.0,1.0,12000.0,12000,fault0_0173,fault0_0173.csv,train,
0,Normal,1732.2908118982944,0.0,1.0,12000.0,12000,fault0_0174,fault0_0174.csv,train,
0,Normal,1801.6935796332473,0.0,1.0,12000.0,12000,fault0_0175,fault0_0175.csv,test,
0,Normal,1885.69456107423,0.0,1.0,12000.0,12000,fault0_0176,fault0_0176.csv,train,
0,Normal,1568.107123596232,0.0,1.0,12000.0,12000,fault0_0177,fault0_0177.csv,train,
0,Normal,1544.3161076924757,0.0,1.0,12000.0,12000,fault0_0178,fault0_0178.csv,train,
0,Normal,2037.7243303694768,0.0,1.0,12000.0,12000,fault0_0179,fault0_0179.csv,train,
0,Normal,1739.6117601515218,0.0,1.0,12000.0,12000,fault0_0180,fault0_0180.csv,train,
0,Normal,1777.4565608654189,0.0,1.0,12000.0,12000,fault0_0181,fault0_0181.csv,train,
0,Normal,2038.3909967393238,0.0,1.0,12000.0,12000,fault0_0182,fault0_0182.csv,train,
0,Normal,2049.0429044649136,0.0,1.0,12000.0,12000,fault0_0183,fault0_0183.csv,test,
0,Normal,1635.72721278622,0.0,1.0,12000.0,12000,fault0_0184,fault0_0184.csv,train,
0,Normal,1584.4201207438102,0.0,1.0,12000.0,12000,fault0_0185,fault0_0185.csv,train,
0,Normal,1580.9991988082013,0.0,1.0,12000.0,12000,fault0_0186,fault0_0186.csv,train,
0,Normal,1568.4418701685236,0.0,1.0,12000.0,12000,fault0_0187,fault0_0187.csv,train,
0,Normal,1986.2326679235055,0.0,1.0,12000.0,12000,fault0_0188,fault0_0188.csv,train,
0,Normal,1969.8129805980254,0.0,1.0,12000.0,12000,fault0_0189,fault0_0189.csv,train,
0,Normal,1593.8090069156942,0.0,1.0,12000.0,12000,fault0_0190,fault0_0190.csv,train,
0,Normal,1869.6291372611374,0.0,1.0,12000.0,12000,fault0_0191,fault0_0191.csv,test,
0,Normal,1926.9383636540983,0.0,1.0,12000.0,12000,fault0_0192,fault0_0192.csv,val,
0,Normal,1682.2986691885055,0.0,1.0,12000.0,12000,fault0_0193,fault0_0193.csv,train,
0,Normal,1935.3319658860632,0.0,1.0,12000.0,12000,fault0_0194,fault0_0194.csv,val,
0,Normal,2064.8727766803636,0.0,1.0,12000.0,12000,fault0_0195,fault0_0195.csv,train,
0,Normal,1730.889766328103,0.0,1.0,12000.0,12000,fault0_0196,fault0_0196.csv,val,
0,Normal,1714.0339117366295,0.0,1.0,12000.0,12000,fault0_0197,fault0_0197.csv,test,
0,Normal,1993.5428859952262,0.0,1.0,12000.0,12000,fault0_0198,fault0_0198.csv,train,
0,Normal,1935.4703766074088,0.0,1.0,12000.0,12000,fault0_0199,fault0_0199.csv,val,
1,Bearing Fault,1585.6868891714037,0.9171699706776316,1.0,12000.0,12000,fault1_0000,fault1_0000.csv,train,bearing_outer
1,Bearing Fault,1976.2870316981803,0.42204216087602,1.0,12000.0,12000,fault1_0001,fault1_0001.csv,test,bearing_inner
1,Bearing Fault,1740.168906516448,0.1592120037582536,1.0,12000.0,12000,fault1_0002,fault1_0002.csv,test,bearing_ball
1,Bearing Fault,1579.2948054645121,0.42141659195185266,1.0,12000.0,12000,fault1_0003,fault1_0003.csv,test,bearing_inner
1,Bearing Fault,2043.3278593462803,0.6374222049047932,1.0,12000.0,12000,fault1_0004,fault1_0004.csv,train,bearing_outer
1,Bearing Fault,1772.1605818682926,0.39922915594335484,1.0,12000.0,12000,fault1_0005,fault1_0005.csv,train,bearing_ball
1,Bearing Fault,1893.1599662816006,0.789518350022028,1.0,12000.0,12000,fault1_0006,fault1_0006.csv,val,bearing_inner
1,Bearing Fault,1956.393797109059,0.2275251875913868,1.0,12000.0,12000,fault1_0007,fault1_0007.csv,train,bearing_inner
1,Bearing Fault,1561.0817304089878,0.6170995499751751,1.0,12000.0,12000,fault1_0008,fault1_0008.csv,train,bearing_outer
1,Bearing Fault,2009.3602586894817,0.44827776066926683,1.0,12000.0,12000,fault1_0009,fault1_0009.csv,train,bearing_ball
1,Bearing Fault,1607.2155083085313,0.7972840369598514,1.0,12000.0,12000,fault1_0010,fault1_0010.csv,train,bearing_ball
1,Bearing Fault,1584.6062451063067,0.2214907851977478,1.0,12000.0,12000,fault1_0011,fault1_0011.csv,val,bearing_inner
1,Bearing Fault,1569.2920234366643,0.8485810503968028,1.0,12000.0,12000,fault1_0012,fault1_0012.csv,val,bearing_ball
1,Bearing Fault,1573.9283415466257,0.22211205697241312,1.0,12000.0,12000,fault1_0013,fault1_0013.csv,test,bearing_inner
1,Bearing Fault,1732.106229708305,0.4650458250068573,1.0,12000.0,12000,fault1_0014,fault1_0014.csv,val,bearing_inner
1,Bearing Fault,2041.5142317872837,0.9881009042494403,1.0,12000.0,12000,fault1_0015,fault1_0015.csv,val,bearing_inner
1,Bearing Fault,1733.1801761866943,0.22097560919386844,1.0,12000.0,12000,fault1_0016,fault1_0016.csv,val,bearing_ball
1,Bearing Fault,1831.5382948573344,0.5105887078599298,1.0,12000.0,12000,fault1_0017,fault1_0017.csv,test,bearing_ball
1,Bearing Fault,1590.0466404453216,0.5687313386472302,1.0,12000.0,12000,fault1_0018,fault1_0018.csv,train,bearing_inner
1,Bearing Fault,1783.0767466768282,0.19785778432956175,1.0,12000.0,12000,fault1_0019,fault1_0019.csv,train,bearing_inner
1,Bearing Fault,1593.4641732596365,0.7018287567986541,1.0,12000.0,12000,fault1_0020,fault1_0020.csv,val,bearing_ball
1,Bearing Fault,1845.019133152466,0.9678466662033607,1.0,12000.0,12000,fault1_0021,fault1_0021.csv,train,bearing_inner
1,Bearing Fault,1684.2845265922047,0.8883092589610413,1.0,12000.0,12000,fault1_0022,fault1_0022.csv,train,bearing_inner
1,Bearing Fault,2050.14017129793,0.1603313034863439,1.0,12000.0,12000,fault1_0023,fault1_0023.csv,test,bearing_outer
1,Bearing Fault,1553.306352453311,0.9074716466433604,1.0,12000.0,12000,fault1_0024,fault1_0024.csv,train,bearing_ball
1,Bearing Fault,2066.2009899044224,0.21272708002508903,1.0,12000.0,12000,fault1_0025,fault1_0025.csv,train,bearing_outer
1,Bearing Fault,2053.423369234313,0.5946331675446265,1.0,12000.0,12000,fault1_0026,fault1_0026.csv,train,bearing_ball
1,Bearing Fault,1905.704292051693,0.5363599050526072,1.0,12000.0,12000,fault1_0027,fault1_0027.csv,train,bearing_ball
1,Bearing Fault,1845.529728438474,0.9159843089173406,1.0,12000.0,12000,fault1_0028,fault1_0028.csv,train,bearing_inner
1,Bearing Fault,1681.7201223798045,0.957849761465075,1.0,12000.0,12000,fault1_0029,fault1_0029.csv,test,bearing_inner
1,Bearing Fault,1776.0546465042848,0.6771127081313062,1.0,12000.0,12000,fault1_0030,fault1_0030.csv,train,bearing_inner
1,Bearing Fault,1631.585426250831,0.5441436441989849,1.0,12000.0,12000,fault1_0031,fault1_0031.csv,train,bearing_inner
1,Bearing Fault,1845.1743003994707,0.2160744414202371,1.0,12000.0,12000,fault1_0032,fault1_0032.csv,test,bearing_outer
1,Bearing Fault,2062.5538020189856,0.7434374569167834,1.0,12000.0,12000,fault1_0033,fault1_0033.csv,train,bearing_ball
1,Bearing Fault,1697.1449127946169,0.8417257667509064,1.0,12000.0,12000,fault1_0034,fault1_0034.csv,train,bearing_outer
1,Bearing Fault,1617.8131472462412,0.9242881068197661,1.0,12000.0,12000,fault1_0035,fault1_0035.csv,val,bearing_outer
1,Bearing Fault,2042.891953177639,0.766861582130106,1.0,12000.0,12000,fault1_0036,fault1_0036.csv,train,bearing_inner
1,Bearing Fault,1755.851239596934,0.9428192108509112,1.0,12000.0,12000,fault1_0037,fault1_0037.csv,test,bearing_outer
1,Bearing Fault,1554.4180818573423,0.1724119283226642,1.0,12000.0,12000,fault1_0038,fault1_0038.csv,train,bearing_outer
1,Bearing Fault,1967.6987986221895,0.9891847099177028,1.0,12000.0,12000,fault1_0039,fault1_0039.csv,train,bearing_inner
1,Bearing Fault,1850.830586290153,0.4737572281363682,1.0,12000.0,12000,fault1_0040,fault1_0040.csv,test,bearing_outer
1,Bearing Fault,1984.7442184932827,0.8625793990044672,1.0,12000.0,12000,fault1_0041,fault1_0041.csv,train,bearing_inner
1,Bearing Fault,1754.002531262339,0.3823960111411003,1.0,12000.0,12000,fault1_0042,fault1_0042.csv,train,bearing_outer
1,Bearing Fault,1996.9500831777289,0.840965857760566,1.0,12000.0,12000,fault1_0043,fault1_0043.csv,test,bearing_inner
1,Bearing Fault,2068.183892019909,0.6221169497622333,1.0,12000.0,12000,fault1_0044,fault1_0044.csv,val,bearing_outer
1,Bearing Fault,2040.1734941365107,0.8722002820757997,1.0,12000.0,12000,fault1_0045,fault1_0045.csv,train,bearing_ball
1,Bearing Fault,1773.2938330674504,0.2597855028787707,1.0,12000.0,12000,fault1_0046,fault1_0046.csv,test,bearing_outer
1,Bearing Fault,1857.334302603475,0.3443463846779433,1.0,12000.0,12000,fault1_0047,fault1_0047.csv,train,bearing_ball
1,Bearing Fault,1863.7892498472636,0.4544383103279144,1.0,12000.0,12000,fault1_0048,fault1_0048.csv,train,bearing_inner
1,Bearing Fault,1892.6495256201117,0.5922615457682243,1.0,12000.0,12000,fault1_0049,fault1_0049.csv,val,bearing_inner
1,Bearing Fault,1810.8882906004762,0.8743542752707592,1.0,12000.0,12000,fault1_0050,fault1_0050.csv,train,bearing_inner
1,Bearing Fault,1832.9065046291087,0.8951555622595933,1.0,12000.0,12000,fault1_0051,fault1_0051.csv,train,bearing_ball
1,Bearing Fault,1602.3682233633458,0.17446527486633812,1.0,12000.0,12000,fault1_0052,fault1_0052.csv,val,bearing_inner
1,Bearing Fault,1864.9671577308707,0.74846780288434,1.0,12000.0,12000,fault1_0053,fault1_0053.csv,train,bearing_ball
1,Bearing Fault,1603.6405968168558,0.16236296581769963,1.0,12000.0,12000,fault1_0054,fault1_0054.csv,train,bearing_outer
1,Bearing Fault,1848.5555509015016,0.4834074383347725,1.0,12000.0,12000,fault1_0055,fault1_0055.csv,train,bearing_outer
1,Bearing Fault,2018.245695026624,0.4460171469698053,1.0,12000.0,12000,fault1_0056,fault1_0056.csv,train,bearing_inner
